codigo_ocorrencia2,aeronave_matricula,aeronave_tipo_veiculo,aeronave_fabricante,aeronave_modelo,aeronave_tipo_icao,aeronave_motor_tipo,aeronave_motor_quantidade,aeronave_pmd,aeronave_ano_fabricacao,aeronave_registro_segmento,aeronave_voo_origem,aeronave_voo_destino,aeronave_fase_operacao,aeronave_nivel_dano,aeronave_fatalidades_total
78999,PTYRC,HELICÓPTERO,BELL HELICOPTER,206B,B06,TURBOEIXO,MONOMOTOR,1451,1995.0,MÚLTIPLA,***,***,ESTACIONAMENTO,NENHUM,0
79000,PRATD,AVIÃO,CESSNA AIRCRAFT,A188B,C188,PISTÃO,MONOMOTOR,1900,1977.0,AGRÍCOLA,***,***,CRUZEIRO,NENHUM,0
79001,PRBNU,HELICÓPTERO,HELIBRAS,AS 350 B2,AS50,TURBOEIXO,MONOMOTOR,2250,2016.0,ADMINISTRAÇÃO DIRETA,FORA DE AERODROMO,BLUMENAU,DECOLAGEM,LEVE,0
79002,PRAKA,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,23000,2015.0,REGULAR,***,***,DECOLAGEM,NENHUM,0
79003,PPGXN,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,56-C,PAUL,PISTÃO,MONOMOTOR,660,1961.0,HISTÓRICA,***,***,DECOLAGEM,LEVE,0
79004,PTGAI,AVIÃO,AIR TRACTOR,AT-502A,AT5T,TURBOÉLICE,MONOMOTOR,3629,2017.0,ESPECIALIZADA,FORA DE AERODROMO,***,POUSO,LEVE,0
79005,PPCPN,AVIÃO,LEARJET,45,LJ45,JATO,BIMOTOR,9752,2000.0,PARTICULAR,***,***,CRUZEIRO,LEVE,0
79006,PRPDN,***,***,***,***,***,SEM TRAÇÃO,0,0.0,REGULAR,***,***,DECOLAGEM,NENHUM,0
79007,PRCAN,AVIÃO,CESSNA AIRCRAFT,525,C525,JATO,BIMOTOR,4717,1997.0,PARTICULAR,CONGONHAS,CANELA,CRUZEIRO,NENHUM,0
79010,PRAUI,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,2014.0,REGULAR,***,***,***,NENHUM,0
79011,PRAIW,AVIÃO,AIRBUS INDUSTRIE,A330-243,A332,JATO,BIMOTOR,230000,2002.0,REGULAR,VIRACOPOS,AEROPORTO HUMBERTO DELGADO,CRUZEIRO,NENHUM,0
79012,PRPIL,AVIÃO,PILATUS,PC-12/47E,PC12,TURBOÉLICE,MONOMOTOR,4740,2017.0,TÁXI AÉREO,PICOS,CARLOS DRUMMOND DE ANDRADE / PAMPULHA,ESTACIONAMENTO,LEVE,0
79013,PPJAT,AVIÃO,SOCATA,TBM700N,TBM7,TURBOÉLICE,MONOMOTOR,3354,2012.0,PARTICULAR,***,***,DECOLAGEM,LEVE,0
79014,PRAUI,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,2014.0,REGULAR,***,***,DECOLAGEM,NENHUM,0
79015,PTVHV,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-712,P28A,PISTÃO,MONOMOTOR,1157,1989.0,INSTRUÇÃO,***,***,POUSO,LEVE,0
79016,PRFTE,AVIÃO,CESSNA AIRCRAFT,152,C152,PISTÃO,MONOMOTOR,757,1979.0,INSTRUÇÃO,***,***,POUSO,LEVE,0
79017,PRBGX,***,***,***,***,***,SEM TRAÇÃO,0,0.0,TÁXI AÉREO,BARTOLOMEU LISANDRO,***,CRUZEIRO,NENHUM,0
79018,PRATV,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,23000,2012.0,REGULAR,VIRACOPOS,SÍLVIO NAME JÚNIOR,DECOLAGEM,NENHUM,0
79019,PTRQI,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PA34,PISTÃO,BIMOTOR,2155,1982.0,TÁXI AÉREO,SANTA GENOVEVA/GOIÂNIA,BRIGADEIRO LYSIAS RODRIGUES,POUSO,NENHUM,0
79020,PRGCI,HELICÓPTERO,BELL HELICOPTER,505,B505,TURBOEIXO,MONOMOTOR,1670,2019.0,PARTICULAR,FORA DE AERODROMO,SALGADO FILHO,CRUZEIRO,NENHUM,0
79021,PTDIS,AVIÃO,PIPER AIRCRAFT,PA-30,PA30,PISTÃO,BIMOTOR,1633,1969.0,INSTRUÇÃO,GOVERNADOR JOSÉ RICHA,GOVERNADOR JOSÉ RICHA,TÁXI,LEVE,0
79022,CCAZL,AVIÃO,AIRBUS INDUSTRIE,A320-251N,A320,JATO,BIMOTOR,77000,0.0,REGULAR,ANTONIO CARLOS JOBIM / GALEÃO,AEROPORTO INTERNACIONAL DE SANTIAGO,DECOLAGEM,NENHUM,0
79023,PRAYK,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,2010.0,REGULAR,GUARARAPES - GILBERTO FREYRE,PINTO MARTINS,CRUZEIRO,NENHUM,0
79024,PPENM,HELICÓPTERO,EUROCOPTER FRANCE,AS 350 B2,AS50,TURBOEIXO,MONOMOTOR,2250,2001.0,ADMINISTRAÇÃO DIRETA,QUIXADÁ,QUIXADÁ,MANOBRA,LEVE,0
79025,PTUSQ,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,IPAN,PISTÃO,MONOMOTOR,1800,2004.0,PARTICULAR,***,***,DECOLAGEM,LEVE,0
79026,PRPRA,AVIÃO,RAYTHEON AIRCRAFT,390,PRM1,JATO,BIMOTOR,5670,2006.0,TÁXI AÉREO,LEITE LOPES,SANTOS DUMONT,POUSO,NENHUM,0
79027,PTETB,AVIÃO,EMBRAER,EMB-810C,PA34,PISTÃO,BIMOTOR,2073,1978.0,INSTRUÇÃO,14 BIS,14 BIS,CRUZEIRO,NENHUM,0
79028,PRFLM,AVIÃO,PIPER AIRCRAFT,PA-34-200,PA34,PISTÃO,BIMOTOR,1905,1972.0,INSTRUÇÃO,BACACHERI,BACACHERI,POUSO,LEVE,0
79029,PRFLN,AVIÃO,CESSNA AIRCRAFT,152,C152,PISTÃO,MONOMOTOR,757,1978.0,INSTRUÇÃO,HERCÍLIO LUZ,HERCÍLIO LUZ,TÁXI,NENHUM,0
79030,PUCDF,ULTRALEVE,FILIPE LEITE DE AZEVEDO SODRAK,SUPER PETREL LS,ULAC,PISTÃO,MONOMOTOR,600,2011.0,EXPERIMENTAL,***,***,POUSO,LEVE,0
79032,PPBSS,AVIÃO,HAWKER BEECHCRAFT,C90GT,BE9L,TURBOÉLICE,BIMOTOR,4581,2007.0,PARTICULAR,AEROPORTO ESTADUAL DE JUNDIAÍ,CAMPO DE MARTE,CRUZEIRO,DESTRUÍDA,1
79033,PTNLJ,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-710C,P28B,PISTÃO,MONOMOTOR,1361,1977.0,PARTICULAR,OURILÂNDIA DO NORTE,FORA DE AERODROMO,POUSO,SUBSTANCIAL,0
79034,PTUXJ,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202A,IPAN,PISTÃO,MONOMOTOR,1800,2009.0,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,SUBSTANCIAL,0
79035,PRTOS,HELICÓPTERO,ROBINSON HELICOPTER,R44 II,R44,PISTÃO,MONOMOTOR,1134,2006.0,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,SUBSTANCIAL,0
79036,PTGYR,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,IPAN,PISTÃO,MONOMOTOR,1800,1982.0,ESPECIALIZADA,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,SUBSTANCIAL,0
79037,PRLEN,AVIÃO,HAWKER BEECHCRAFT,G58,BE58,PISTÃO,BIMOTOR,2495,1980.0,PARTICULAR,SANTA GENOVEVA/GOIÂNIA,PRESIDENTE JUSCELINO KUBITSCHEK,POUSO,LEVE,0
79038,PTRSO,AVIÃO,EMBRAER,EMB-810D,PA34,PISTÃO,BIMOTOR,2155,1982.0,TÁXI AÉREO,SANTA GENOVEVA/GOIÂNIA,SANTA GENOVEVA/GOIÂNIA,POUSO,LEVE,0
79039,PTWEX,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PA34,PISTÃO,BIMOTOR,2155,1988.0,PARTICULAR,AERÓDROMO NACIONAL DE AVIAÇÃO,AERÓDROMO NACIONAL DE AVIAÇÃO,POUSO,LEVE,0
79042,PTUAA,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,IPAN,PISTÃO,MONOMOTOR,1800,1984.0,AGRÍCOLA,BRIGADEIRO FÁBIO PEREIRA DA SILVEIRA,BRIGADEIRO FÁBIO PEREIRA DA SILVEIRA,MANOBRA,SUBSTANCIAL,0
79043,PPZCG,AVIÃO,***,P56,ZZZZ,***,SEM TRAÇÃO,660,0.0,PARTICULAR,MONTE VERDE,MONTE VERDE,DECOLAGEM,SUBSTANCIAL,0
79044,PTNPN,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711A,P28R,PISTÃO,MONOMOTOR,1202,1977.0,PARTICULAR,DEPUTADO LUÍS EDUARDO MAGALHÃES,MANTECORP,DECOLAGEM,NENHUM,0
79048,PRAEC,AVIÃO,PIPER AIRCRAFT,PA-36-375,PA36,PISTÃO,MONOMOTOR,1769,1980.0,ESPECIALIZADA,IVAÍ AEROAGRÍCOLA,IVAÍ AEROAGRÍCOLA,MANOBRA,SUBSTANCIAL,0
79049,PTUTS,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202A,IPAN,PISTÃO,MONOMOTOR,1800,2005.0,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,SUBSTANCIAL,0
79050,PTJPA,AVIÃO,PIPER AIRCRAFT,PA-28R-200,P28R,PISTÃO,MONOMOTOR,1179,1974.0,PARTICULAR,JOÃO FONSECA - AM,NOVO AERÓDROMO DE FEIJÓ,CRUZEIRO,***,0
79051,PRTYH,AVIÃO,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,77000,2013.0,REGULAR,DEPUTADO LUÍS EDUARDO MAGALHÃES,***,DECOLAGEM,LEVE,0
79052,PRAXY,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,2013.0,REGULAR,VIRACOPOS,CAMPO GRANDE,SUBIDA,NENHUM,0
79054,PRAQB,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,23000,2012.0,REGULAR,VIRACOPOS,PRESIDENTE PRUDENTE,SUBIDA,NENHUM,0
79055,PTBHF,AVIÃO,CESSNA AIRCRAFT,172A,C172,PISTÃO,MONOMOTOR,998,1960.0,PARTICULAR,AEROPORTO AGROER AVIAÇÃO,AEROPORTO AGROER AVIAÇÃO,DECOLAGEM,***,0
79057,PUDAL,ULTRALEVE,***,BRAVO 700,ULAC,PISTÃO,MONOMOTOR,580,2006.0,EXPERIMENTAL,***,***,POUSO,SUBSTANCIAL,0
79059,PUXXX19,AVIÃO,***,***,***,***,SEM TRAÇÃO,0,0.0,***,FORA DE AERODROMO,FORA DE AERODROMO,INDETERMINADA,SUBSTANCIAL,0
79060,PPSCS,AVIÃO,AIR TRACTOR,AT-402B,AT3T,TURBOÉLICE,MONOMOTOR,3175,2016.0,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,SUBSTANCIAL,0
79061,PUFDN,ULTRALEVE,CHS AMAZONAS IMP E EXP LTDA,SEAMAX M22,ULAC,PISTÃO,MONOMOTOR,600,2008.0,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,SUBSTANCIAL,0
79062,PRIAN,AVIÃO,BEECH AIRCRAFT,E55,BE55,PISTÃO,BIMOTOR,2263,1973.0,PARTICULAR,ANÁPOLIS,***,CORRIDA APÓS POUSO,SUBSTANCIAL,0
79063,PUAFQ,ULTRALEVE,***,RANS S6ES,ULAC,PISTÃO,MONOMOTOR,510,1999.0,EXPERIMENTAL,AEROCLUBE DE NOVA IGUAÇU,AEROCLUBE DE NOVA IGUAÇU,INDETERMINADA,NENHUM,0
79064,PTFTZ,AVIÃO,PIPER AIRCRAFT,PA-31T2,PAY2,TURBOÉLICE,BIMOTOR,4297,1981.0,PARTICULAR,GENERAL LEITE DE CASTRO,SANTA GENOVEVA/GOIÂNIA,POUSO,NENHUM,0
79066,PPSEK,HELICÓPTERO,ROBINSON HELICOPTER,R44 II,R44,PISTÃO,MONOMOTOR,1134,2007.0,PARTICULAR,FORA DE AERODROMO,NELSON RODRIGUES GUIMARÃES,CRUZEIRO,NENHUM,0
79066,PRFCX,AVIÃO,CESSNA AIRCRAFT,206H,C206,PISTÃO,MONOMOTOR,1633,2011.0,***,SANTA GENOVEVA/GOIÂNIA,FAZENDA CONFORTO,CRUZEIRO,NENHUM,0
79067,PPPTQ,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,22500,2009.0,REGULAR,SANTA GENOVEVA/GOIÂNIA,LEITE LOPES,POUSO,NENHUM,0
79067,PRNIA,HELICÓPTERO,EUROCOPTER FRANCE,AS 350 B2,AS50,TURBOEIXO,MONOMOTOR,2250,2011.0,PARTICULAR,LEITE LOPES,SÍTIO SANTA CHIARA,DECOLAGEM,NENHUM,0
79068,PRYRQ,AVIÃO,AIRBUS INDUSTRIE,A320-251N,A320,JATO,BIMOTOR,77000,0.0,REGULAR,EDUARDO GOMES,GUARARAPES - GILBERTO FREYRE,CRUZEIRO,NENHUM,0
79071,PRMYZ,AVIÃO,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,77000,2013.0,REGULAR,CONGONHAS,PRESIDENTE JUSCELINO KUBITSCHEK,CRUZEIRO,NENHUM,0
79072,PRAXH,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,2012.0,REGULAR,CATARATAS,SALGADO FILHO,CRUZEIRO,NENHUM,0
79073,PRAKD,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,23000,0.0,REGULAR,SALGADO FILHO,SANTA MARIA,CRUZEIRO,NENHUM,0
79074,PRAQT,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,23000,0.0,REGULAR,TANCREDO NEVES,AEROPORTO DE IPATINGA - MG,CRUZEIRO,NENHUM,0
79075,PRATW,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,23000,2012.0,REGULAR,VIRACOPOS,GOVERNADOR JOSÉ RICHA,CRUZEIRO,NENHUM,0
79076,PRATA,AVIÃO,CESSNA AIRCRAFT,208B,C208,TURBOÉLICE,MONOMOTOR,3969,2001.0,TÁXI AÉREO,TEFÉ,CARAUARI,CORRIDA APÓS POUSO,NENHUM,0
79077,PTMSY,AVIÃO,BOEING COMPANY,767-316,B763,JATO,BIMOTOR,186880,2012.0,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,***,CRUZEIRO,NENHUM,0
79078,PRAXF,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,TURBOEIXO,BIMOTOR,52290,2012.0,REGULAR,CONGONHAS,SANTOS DUMONT,APROXIMAÇÃO FINAL,NENHUM,0
79079,PRMBG,AVIÃO,AIRBUS INDUSTRIE,A320-232,A320,JATO,BIMOTOR,75500,2001.0,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,CONGONHAS,CRUZEIRO,NENHUM,0
79080,PRAME,AVIÃO,CIRRUS DESIGN,SR22,SR22,PISTÃO,MONOMOTOR,1633,2013.0,PARTICULAR,CARLOS PRATES,CARLOS PRATES,CRUZEIRO,LEVE,0
79081,PRFJV,AVIÃO,PIPER AIRCRAFT,PA-46-500TP,P46T,TURBOÉLICE,MONOMOTOR,2310,2018.0,PARTICULAR,CAMPO DE MARTE,GOVERNADOR JOSÉ RICHA,POUSO,LEVE,0
79083,PRAQP,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,23000,0.0,REGULAR,GUARARAPES - GILBERTO FREYRE,GOVERNADOR ALUÍZIO ALVES,CRUZEIRO,NENHUM,0
79085,PRAZH,AVIÃO,EMBRAER,ERJ 190-100 IGW,E190,JATO,BIMOTOR,51800,2009.0,REGULAR,SANTOS DUMONT,ADALBERTO MENDES DA SILVA,CRUZEIRO,LEVE,0
79086,PPADZ,AVIÃO,GULFSTREAM,GVI,GLF6,JATO,BIMOTOR,46992,2016.0,PARTICULAR,CONGONHAS,GOVERNADOR ANDRÉ FRANCO MONTORO,TÁXI,NENHUM,0
79087,PRMYK,AVIÃO,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,77000,2010.0,REGULAR,GOVERNADOR ANDRÉ FRANCO MONTORO,SENADOR PETRÔNIO PORTELLA,DECOLAGEM,LEVE,0
79088,PRIAV,AVIÃO,DIAMOND AIRCRAFT,DA 62,DA62,PISTÃO,BIMOTOR,2300,2018.0,PARTICULAR,VITÓRIA DA CONQUISTA,EURICO DE AGUIAR SALLES,POUSO,LEVE,0
79089,ARG1732,AVIÃO,***,***,***,***,SEM TRAÇÃO,0,0.0,***,***,***,APROXIMAÇÃO FINAL,NENHUM,0
79089,ARG1735,AVIÃO,***,***,***,***,SEM TRAÇÃO,0,0.0,***,***,***,DECOLAGEM,***,0
79094,PRALI,AVIÃO,PIPER AIRCRAFT,PA-46-350P,PA46,PISTÃO,MONOMOTOR,1950,2008.0,PARTICULAR,BALSAS,BRIGADEIRO LYSIAS RODRIGUES,CORRIDA APÓS POUSO,LEVE,0
79096,PPBJO,AVIÃO,CESSNA AIRCRAFT,210N,C210,PISTÃO,MONOMOTOR,1724,1980.0,PARTICULAR,AERÓDROMO NACIONAL DE AVIAÇÃO,AERÓDROMO NACIONAL DE AVIAÇÃO,CORRIDA APÓS POUSO,LEVE,0
79097,PTUVY,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202A,IPAN,PISTÃO,MONOMOTOR,1800,2009.0,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,SUBSTANCIAL,0
79098,PRASN,AVIÃO,AIR TRACTOR,AT-402B,AT3T,TURBOÉLICE,MONOMOTOR,3175,2010.0,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,DESTRUÍDA,1
79099,PTGZN,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,IPAN,PISTÃO,MONOMOTOR,1800,1984.0,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,VOO A BAIXA ALTURA,LEVE,0
79100,PTBJM,AVIÃO,CESSNA AIRCRAFT,180C,C180,PISTÃO,MONOMOTOR,1202,1960.0,PARTICULAR,FAZENDA VISA ESTÂNCIA,FAZENDA CAMPINAS,DECOLAGEM,LEVE,0
79101,PTOGP,AVIÃO,CESSNA AIRCRAFT,208,C208,TURBOÉLICE,MONOMOTOR,3724,1985.0,REGULAR,OLHOS D'ÁGUA,SÃO FÉLIX DO ARAGUAIA,CORRIDA APÓS POUSO,LEVE,0
79102,PTZAC,AVIÃO,MARCO AURELIO M. DE SOUSA,RV-10,ZZZZ,PISTÃO,MONOMOTOR,1224,2009.0,EXPERIMENTAL,BOTELHO,FRANCISCO DE ASSIS,CORRIDA APÓS POUSO,SUBSTANCIAL,0
79104,PPXRF,AVIÃO,***,RV-10,ZZZZ,PISTÃO,MONOMOTOR,1224,2009.0,EXPERIMENTAL,PISTA DE POUSO EVENTUAL,PISTA DE POUSO EVENTUAL,***,SUBSTANCIAL,0
79105,PTCBM,AVIÃO,CESSNA AIRCRAFT,182F,C182,PISTÃO,MONOMOTOR,1270,1963.0,PARTICULAR,ARAPONGAS,PISTA DE POUSO EVENTUAL,POUSO,SUBSTANCIAL,0
79106,PTDXI,AVIÃO,CESSNA AIRCRAFT,210K,C210,PISTÃO,MONOMOTOR,1724,1971.0,PARTICULAR,PISTA DE POUSO EVENTUAL,PISTA DE POUSO EVENTUAL,POUSO,DESTRUÍDA,0
79107,PTNPG,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-710C,P28B,PISTÃO,MONOMOTOR,1361,1977.0,PARTICULAR,***,***,INDETERMINADA,DESTRUÍDA,2
79109,PTUBH,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,IPAN,PISTÃO,MONOMOTOR,1800,1985.0,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,SUBSTANCIAL,0
79109,PTWHY,AVIÃO,CESSNA AIRCRAFT,A188B,C188,PISTÃO,MONOMOTOR,1905,1978.0,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,SUBSTANCIAL,0
79110,PTUZW,AVIÃO,EMBRAER,EMB-202A,IPAN,PISTÃO,MONOMOTOR,1800,2011.0,AGRÍCOLA,BALSAS,FORA DE AERODROMO,CRUZEIRO,SUBSTANCIAL,1
79111,PTUED,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,IPAN,PISTÃO,MONOMOTOR,1800,1988.0,AGRÍCOLA,SANTO ÂNGELO,SANTO ÂNGELO,APROXIMAÇÃO FINAL,SUBSTANCIAL,0
79115,PTGFO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201,IPAN,PISTÃO,MONOMOTOR,1800,1975.0,ESPECIALIZADA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,SUBSTANCIAL,0
79118,PTVGI,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PA34,PISTÃO,BIMOTOR,2155,1987.0,INSTRUÇÃO,JACAREPAGUÁ,BACACHERI,CORRIDA APÓS POUSO,LEVE,0
79120,PRKPC,AVIÃO,AIR TRACTOR,AT-402B,AT3T,TURBOÉLICE,MONOMOTOR,3175,2007.0,AGRÍCOLA,***,***,MANOBRA,SUBSTANCIAL,0
79121,PRCJD,HELICÓPTERO,HELIBRAS,AS 350 B2,AS50,TURBOEIXO,MONOMOTOR,2250,2009.0,ADMINISTRAÇÃO DIRETA,FORA DE AERODROMO,PLÁCIDO DE CASTRO,DECOLAGEM,SUBSTANCIAL,0
79123,PUXXX,TRIKE,***,***,***,***,SEM TRAÇÃO,250,0.0,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,SUBSTANCIAL,1
79124,PUJJL,ULTRALEVE,MICROLEVE LTDA,ML450T,ULAC,PISTÃO,MONOMOTOR,390,1995.0,EXPERIMENTAL,LEME,LEME,MANOBRA,SUBSTANCIAL,1
79125,PREBS,HELICÓPTERO,AHD,EC135 T3,EC35,TURBOEIXO,BIMOTOR,2980,2018.0,ADMINISTRAÇÃO DIRETA,PINTO MARTINS,VIRGÍLIO TÁVORA,CRUZEIRO,NENHUM,0
79126,PUODE,ULTRALEVE,***,GREAT BLK.HAWK,ULAC,PISTÃO,MONOMOTOR,390,2009.0,PARTICULAR,LEME,LEME,CRUZEIRO,SUBSTANCIAL,0
79127,PTWOT,AVIÃO,PIPER AIRCRAFT,PA-31,PA31,PISTÃO,BIMOTOR,2948,1979.0,PARTICULAR,MAESTRO WILSON FONSECA,EDUARDO GOMES,CRUZEIRO,SUBSTANCIAL,0
79128,PTUXY,AVIÃO,EMBRAER,EMB-202A,IPAN,PISTÃO,MONOMOTOR,1800,2009.0,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,SUBSTANCIAL,1
79129,PTOST,AVIÃO,CHINCUL SACAIFI,PA-25-235,PA25,PISTÃO,MONOMOTOR,1315,1993.0,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,SUBSTANCIAL,0
79130,PPJLS,AVIÃO,HAWKER BEECHCRAFT,G58,BE58,PISTÃO,BIMOTOR,2495,2007.0,PARTICULAR,ALIMENTOS DALLAS,VIRACOPOS,POUSO,NENHUM,0
79131,PTUMC,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,IPAN,PISTÃO,MONOMOTOR,1800,2000.0,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,SUBSTANCIAL,0
79132,PRVNZ,AVIÃO,PILATUS,PC-12/47E,PC12,TURBOÉLICE,MONOMOTOR,4740,2016.0,TÁXI AÉREO,TERRAVISTA,JACAREPAGUÁ,CRUZEIRO,NENHUM,0
79134,PPFGR,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,1988.0,INSTRUÇÃO,ERECHIM,ERECHIM,DECOLAGEM,NENHUM,0
79135,PRAYI,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,2010.0,REGULAR,MARECHAL RONDON,JI-PARANÁ,CRUZEIRO,NENHUM,0
79136,PRYRB,AVIÃO,AIRBUS INDUSTRIE,A320-251N,A320,JATO,BIMOTOR,77000,2016.0,REGULAR,SANTA GENOVEVA/GOIÂNIA,GOVERNADOR ALUÍZIO ALVES,CRUZEIRO,NENHUM,0
79137,PRCDJ,AVIÃO,CESSNA AIRCRAFT,172M,C172,PISTÃO,MONOMOTOR,1043,1973.0,INSTRUÇÃO,ANÁPOLIS,ANÁPOLIS,ARREMETIDA NO AR,LEVE,0
79138,PTUEW,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,IPAN,PISTÃO,MONOMOTOR,1800,1989.0,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,ESPECIALIZADA,LEVE,0
79141,PRAZA,AVIÃO,EMBRAER,ERJ 190-100 IGW,E190,TURBOEIXO,BIMOTOR,51800,2008.0,REGULAR,SANTOS DUMONT,CONGONHAS,DESCIDA,NENHUM,0
79143,PRWOT,AVIÃO,CESSNA AIRCRAFT,208B,C208,TURBOÉLICE,MONOMOTOR,3969,2010.0,REGULAR,AFONSO PENA,JOSÉ CLETO,DECOLAGEM,NENHUM,0
79147,PRMBR,AVIÃO,AIRBUS INDUSTRIE,A320-232,A320,JATO,BIMOTOR,77000,2002.0,REGULAR,ANTONIO CARLOS JOBIM / GALEÃO,AEROPORTO INTERNACIONAL DE SANTIAGO,DECOLAGEM,LEVE,0
79148,PRAXH,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,JATO,BIMOTOR,52290,2012.0,REGULAR,MARECHAL RONDON,JI-PARANÁ,CRUZEIRO,NENHUM,0
79153,PRATV,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,23000,2012.0,REGULAR,VIRACOPOS,ESTADUAL DARIO GUARITA,CRUZEIRO,NENHUM,0
79154,PRSMK,AVIÃO,CESSNA AIRCRAFT,680,C680,JATO,BIMOTOR,13744,2008.0,PARTICULAR,CAMPO DE MARTE,AEROPORTO ESTADUAL DE JUNDIAÍ,CRUZEIRO,NENHUM,0
79155,PTGXP,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,IPAN,PISTÃO,MONOMOTOR,1800,1981.0,ESPECIALIZADA,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,LEVE,0
79156,PRMPJ,AVIÃO,HAWKER BEECHCRAFT,B200,BE20,TURBOÉLICE,BIMOTOR,5670,1988.0,PARTICULAR,SOROCABA,COSTA ESMERALDA,CRUZEIRO,NENHUM,0
